word,phonetic,pos,definition,source
disbelief,",dɪsbɪ'lif",,n.不信；怀疑,人教初中九年级
above,ə'bʌv,,ad.在上面；向上面 prep.在...上面,人教初中九年级
burn,bɝn,,v.着火；燃烧,人教初中九年级
alive,ə'laɪv,,a.活着；有生气的,人教初中九年级
take off,,,中文释义:（飞机等）起飞；匆忙离开,人教初中九年级
till,tɪl,,conj & prep.到；直到,人教初中九年级
west,wɛst,,ad.向西；朝西 a.向西的；西部的 n.西；西方,人教初中九年级
cream,krim,,n.奶油；乳脂,人教初中九年级
boss,bɑs,,n.老板；领导,人教初中九年级
pie,paɪ,,n.果馅饼；果馅派,人教初中九年级
course,kɔrs,,n.课程；过程，进程,人教初中九年级
bean,bin,,n.豆；豆荚,人教初中九年级
market,'mɑrkɪt,,n.市场；集市,人教初中九年级
costume,ˈkɑsˌtum,,n.戏装；化装服；服装，装束,人教初中九年级
embarrassed,ɪm'bærəst,,a.窘迫的；害羞的,人教初中九年级
announce,ə'naʊns,,v.宣布；宣告,人教初中九年级
spaghetti,spə'ɡɛti,,n.意大利面条,人教初中九年级
hoax,hoks,,n.恶作剧；骗局,人教初中九年级
discovery,dɪ'skʌvəri,,n.发现；发觉,人教初中九年级
lady,'ledi,,n.女士；女子；举止文雅的女人，淑女,人教初中九年级
officer,'ɔfɪsɚ,,n.军官；官员,人教初中九年级
believable,bi'li:vəbl,,a.可相信的；可信任的,人教初中九年级
embarrassing,ɪm'bærəsɪŋ,,a.使人害羞的（难堪的或惭愧的）,人教初中九年级
New Zealand,,,新西兰,人教初中九年级
Italy,'ɪtəlɪ,,意大利,人教初中九年级
Mars,mɑrz,,火星,人教初中九年级
Carl,kɑ:l,,卡尔（男名）,人教初中九年级
Orson,'ɔ:sən,,奥森,人教初中九年级
litter,'lɪtɚ,,v.使凌乱；把...弄乱；乱扔（垃圾） n.垃圾；废弃物,人教初中九年级
bottom,'bɑtəm,,n.底部；最下部,人教初中九年级
fisherman,'fɪʃɚmən,,n.渔民；钓鱼的人,人教初中九年级
coal,kol,,n.煤；煤块,人教初中九年级
public,'pʌblɪk,,a.公众的；公共的 n.民众；百姓,人教初中九年级
ugly,'ʌɡli,,a.丑陋的；难看的,人教初中九年级
advantage,əd'væntɪdʒ,,n.有利条件；优点,人教初中九年级
cost,kɔst,,v.花费；价钱为；计算…的成本；估计…的花费 n.价钱，费用；花费,人教初中九年级
wooden,'wʊdn,,a.木制的；木头的,人教初中九年级
plastic,'plæstɪk,,a.塑料的 n.塑料；塑胶,人教初中九年级
make a difference,,,有关系，作用，影响,人教初中九年级
shark,ʃɑrk,,n.鲨鱼,人教初中九年级
fin,fɪn,,n.（鱼）鳍,人教初中九年级
cut off,,,割掉；砍掉,人教初中九年级
method,'mɛθəd,,n.方法；措施,人教初中九年级
cruel,kruəl,,a.残酷的；残忍的,人教初中九年级
harmful,'hɑrmfəl,,a.有害的,人教初中九年级
chain,tʃen,,n.链子；链条,人教初中九年级
ecosystem,"'ɛko,sɪstəm",,n.生态系统,人教初中九年级
low,ləʊ,,a.（数量等）少的；低的；矮的,人教初中九年级
industry,'ɪndəstri,,n.工业；行业,人教初中九年级
law,lɔ,,n.法律；法规,人教初中九年级
reusable,",ri'juzəbl",,a.可重复使用的；可再次使用的,人教初中九年级
afford,ə'fɔrd,,v.买得起；承担得起（后果）,人教初中九年级
transportation,",trænspɔr'teʃən",,n.运输业；交通运输,人教初中九年级
recycle,",ri'saɪkl",,v.回收利用；再利用,人教初中九年级
napkin,'næpkɪn,,n.餐巾；餐巾纸,人教初中九年级
upside down,,,颠倒；倒转,人教初中九年级
gate,ɡet,,n.大门,人教初中九年级
bottle,'bɑtl,,n.瓶；瓶子,人教初中九年级
president,'prɛzɪdənt,,n.主席；总统；负责人,人教初中九年级
inspiration,ˌɪnspəˈreʃən,,n.灵感；鼓舞人心的人（或事物）,人教初中九年级
metal,'mɛtl,,n.金属,人教初中九年级
creativity,",krie'tɪvəti",,n.创造力；独创性,人教初中九年级
WildAid,,,野生救援协会（美国）,人教初中九年级
WWF,,,世界自然基金会(World Wide Fund For Nature),人教初中九年级
Mark,mɑːk,,马克（男名）,人教初中九年级
Jason,'dʒesən,,杰森（男名）,人教初中九年级
Ken,ken,,肯（男名）,人教初中九年级
Hayes,heiz,,海斯（姓）,人教初中九年级
Jessica,'dʒesikə,,杰茜卡（女名）,人教初中九年级
Survey,ˈsɝˌve; (for v.) sɝˈve,,n.调查,人教初中九年级
standard,'stændɚd,,n.标准；水平,人教初中九年级
row,ro,,n.一排；一列；一行,人教初中九年级
in a row,,,连续几次地,人教初中九年级
keyboard,'ki'bɔrd,,n.（计算机等）键盘；琴键,人教初中九年级
instruction,ɪn'strʌkʃən,,n.指示；命令,人教初中九年级
double,'dʌbl,,v.加倍；是...的两倍 a.两倍的；加倍的,人教初中九年级
shall,ʃəl,,v.将要；将会,人教初中九年级
overcome,",ovɚ'kʌm",,v.克服；战胜,人教初中九年级
make a mess,,,弄得一团糟，一塌糊涂,人教初中九年级
graduate,ˈɡrædʒuˌet,,v.毕业；获得学位,人教初中九年级
keep one’s cool,,,沉住气；保持冷静,人教初中九年级
ours,ɑrz,,pron.我们的,人教初中九年级
senior,'sinɪɚ,,a.级别（或地位）高的,人教初中九年级
senior high (school),,,高中,人教初中九年级
text,tɛkst,,n.文本；课文,人教初中九年级
level,'lɛvl,,n.标准；水平,人教初中九年级
degree,dɪ'ɡri,,n.度数；程度；（大学的）学位,人教初中九年级
manager,'mænɪdʒɚ,,n.经理；经营者,人教初中九年级
believe in,,,信任；信赖,人教初中九年级
gentleman,'dʒɛntlmən,,n.先生,人教初中九年级
graduation,",ɡrædʒu'eʃən",,n.毕业,人教初中九年级
ceremony,ˈsɛrəˌmoʊni,,n.典礼；仪式,人教初中九年级
congratulate,kən'ɡrætʃulet,,v.祝贺,人教初中九年级
thirsty,'θɝsti,,a.口渴的；渴望的,人教初中九年级
none,nʌn,,pron.没有一个；毫无,人教初中九年级
task,tæsk,,n.任务；工作,人教初中九年级
ahead,ə'hɛd,,ad.向前面；在前面,人教初中九年级
responsible,rɪ'spɑnsəbl,,a.应承担责任的；有责任的,人教初中九年级
be responsible for,,,对...有责任；负责任,人教初中九年级
separate,(for v.) sɛpəˌret; (for adj.) sɛprɪt,,a.单独的； 分离的 v.分开；分离,人教初中九年级
wing,wɪŋ,,n.翅膀；翼,人教初中九年级
Brian,'braɪən,,布莱恩（男名）,人教初中九年级
Luke,luk,,卢克（男名）,人教初中九年级
Griffin,'ɡrifin,,格里芬（姓）,人教初中九年级
Trent,trent,,特伦特（姓）,人教初中九年级
